,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,date_recorded_year,date_recorded_month,date_recorded_day,date_recorded_weekday,amount_per_man,age,date_recorded_year_date_recorded_month_0_fq,date_recorded_year_date_recorded_month_1_fq,date_recorded_year_date_recorded_month_2_fq,basin_0_fq,basin_1_fq,basin_2_fq,lga_0_fq,lga_1_fq,lga_2_fq,funder_0_fq,funder_1_fq,funder_2_fq,installer_0_fq,installer_1_fq,installer_2_fq,subvillage_0_fq,subvillage_1_fq,subvillage_2_fq,wpt_name_0_fq,wpt_name_1_fq,wpt_name_2_fq,extraction_type_class_0_fq,extraction_type_class_1_fq,extraction_type_class_2_fq,region_0_fq,region_1_fq,region_2_fq,management_0_fq,management_1_fq,management_2_fq,ward_0_fq,ward_1_fq,ward_2_fq,scheme_name_0_fq,scheme_name_1_fq,scheme_name_2_fq,region_code_0_fq,region_code_1_fq,region_code_2_fq,extraction_type_0_fq,extraction_type_1_fq,extraction_type_2_fq,construction_year_0_fq,construction_year_1_fq,construction_year_2_fq,date_recorded_year_0_fq,date_recorded_year_1_fq,date_recorded_year_2_fq,date_recorded_month_0_fq,date_recorded_month_1_fq,date_recorded_month_2_fq
2968,500.0,2013-03-23,Government Of Tanzania,750,Government,37.91598870000001,-4.48618459,Lungwana Juu B,0,Pangani,Lungwana,Kilimanjaro,3,3,Same,Hedaru,120,True,Water authority,Luwasu water supply,True,1967,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,2013,3,23,5,4.166666666666667,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500,0.0,2011-07-19,Danida,0,Central government,33.88197019,-9.58942738,Kwa Emili Mwasongwe,0,Lake Nyasa,Kati,Mbeya,12,3,Kyela,Kyela Urban,0,True,VWC,Sinyanga water supplied sch,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,2011,7,19,1,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53706,0.0,2013-03-20,World Vision,1264,Community,36.7977615,-3.37016788,Ndeoya,0,Pangani,Stoni,Arusha,2,7,Meru,Singisi,210,True,VWC,Seela Sing'isi gravity water supply,True,1998,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2013,3,20,2,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18777,0.0,2013-02-14,World Vision,687,World Vission,37.4681828,-3.5954116000000003,Shuleni,0,Pangani,Kwa Banda,Kilimanjaro,3,2,Mwanga,Lake Jipe,810,True,VWC,Handeni water suply,False,1994,mono,mono,motorpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,2013,2,14,3,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21858,0.0,2012-10-20,Government Of Tanzania,0,Government,33.19492896,-3.91163033,Shule Ya Msingi Ngwamkanga,0,Internal,Ngwamkanga,Shinyanga,17,3,Shinyanga Rural,Tinde,0,True,Parastatal,Unknown,True,0,mono,mono,motorpump,parastatal,parastatal,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,2012,10,20,5,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51708,0.0,2012-10-23,World Vision,0,World vision,32.29690481,-3.34450876,Songambele,0,Lake Tanganyika,Miembeni,Shinyanga,17,5,Bukombe,Ushirika,0,True,WUG,Unknown,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,2012,10,23,1,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37357,0.0,2012-10-03,Rwssp,0,DWE,32.80601456,-3.88636234,Mlunga Water User Group,0,Internal,Malenge A,Shinyanga,17,3,Kahama,Isagehe,0,True,Unknown,Unknown,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2012,10,3,2,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,50.0,2011-02-25,Finland,99,DWE,38.85538191,-6.78131392,Msenda,0,Wami / Ruvu,Vikuge,Pwani,6,2,Kibaha,Soga,150,True,VWC,Upper Ruvu,True,1986,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,2011,2,25,4,0.3333333333333333,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11089,5000.0,2011-07-23,No,1845,DWE,31.32235538,-7.64546069,Shule Ya Msingi Kasu,0,Lake Rukwa,Chiminoka,Rukwa,15,3,Nkasi,Chala,1,True,VWC,Unknown,False,1983,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,unknown,unknown,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,2011,7,23,5,5000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51208,0.0,2013-03-13,Unhcr,1600,UNHCR,35.19027004,-3.29472262,Shuleni,0,Internal,Olmot,Arusha,2,5,Ngorongoro,Endulen,250,True,Parastatal,Unknown,False,1978,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,2013,3,13,2,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19475,25.0,2011-07-13,Ru,1539,DWE&,31.04328996,-7.49450452,Rest House,0,Lake Tanganyika,Isunta,Rukwa,15,3,Nkasi,Namanyere,1,True,VWC,Unknown,False,1994,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,2011,7,13,2,25.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33521,0.0,2013-03-29,Government Of Tanzania,1478,DWE,36.61121976,-3.31383699,Mlangarini,0,Pangani,Mlangarini,Arusha,2,2,Arusha Rural,Oltrumet,200,True,VWC,Ekenywa pipe scheme,True,1970,submersible,submersible,submersible,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,2013,3,29,4,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26565,0.0,2012-11-06,Government Of Tanzania,0,Government,33.19014349,-3.90431381,Kwa Shindayi Shiratu,0,Internal,Kisuge,Shinyanga,17,3,Shinyanga Rural,Tinde,0,True,VWC,Unknown,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,2012,11,6,1,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42120,0.0,2013-02-09,Unhcr,1338,TCRS,30.84290117,-3.41913456,Tig Church,0,Lake Tanganyika,Kumkomakoma,Kigoma,16,1,Kibondo,Kasanda,250,True,VWC,Kazilamihunda sub gravity water supply,False,2009,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,2013,2,9,5,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55187,0.0,2013-01-22,Government Of Tanzania,1610,GOVERNMENT,34.79148559,-4.89446171,Magunguhi,0,Internal,Ulihi,Singida,13,4,Singida Urban,Unyamikumbi,59,True,VWC,Unknown,True,1993,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,2013,1,22,1,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9808,0.0,2011-03-25,Government Of Tanzania,465,DWE,38.08787837,-4.94787638,Kweisasa,0,Pangani,Kweisasa,Tanga,4,2,Korogwe,Mkalamo,600,True,VWC,Unknown,False,2007,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2011,3,25,4,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,0.0,2011-03-05,Shipo,2001,SHIPO,34.77364484,-9.404839,none,0,Rufiji,Magoda C,Iringa,11,4,Njombe,Uwemba,20,True,Unknown,Unknown,False,2008,other - rope pump,rope pump,rope pump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2011,3,5,5,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49477,0.0,2012-10-29,Marafin,1369,MARAFIN,34.496380200000004,-2.00437935,Zahanati,0,Lake Victoria,Nyakitono,Mara,20,2,Serengeti,Natta,20,False,Other,Unknown,Unknown,2000,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,2012,10,29,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54113,0.0,2011-04-12,Government Of Tanzania,0,Mianz,35.86480009,-5.97321211,Centre,0,Wami / Ruvu,Lake Manyara,Dodoma,1,5,Dodoma Urban,Chihanga,0,True,VWC,Nzas,False,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,2011,4,12,1,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38663,0.0,2012-10-21,Government Of Tanzania,1411,Government,34.08853735,-1.77656218,Kwa Nyasita,0,Lake Victoria,Ikoma Road B,Mara,20,3,Musoma Rural,Buhemba,320,Unknown,VWC,Unknown,True,1977,gravity,gravity,gravity,vwc,user-group,unknown,unknown,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,2012,10,21,6,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11774,0.0,2012-10-16,Government Of Tanzania,0,Government,33.11432639,-3.91497203,Kwa Thomas Kulindwa,0,Internal,Bomani,Shinyanga,17,3,Shinyanga Rural,Itwangi,0,True,VWC,Unknown,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,2012,10,16,1,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38422,0.0,2013-03-26,Losaa-kia Water Supply,1310,Losaa-Kia water supp,37.11972293,-3.20990055,Kwa Joyce Kileo,0,Pangani,Ngabobo,Kilimanjaro,3,7,Siha,Siha Mashariki,1,True,Water Board,BL Kashashi,True,1999,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2013,3,26,1,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7914,300.0,2011-03-24,Danida,-10,DA,38.99765316,-6.48587058,Kwa Magendo,0,Wami / Ruvu,Dosi,Pwani,6,1,Bagamoyo,Zinga/Ikerege,50,True,VWC,Bagamoyo wate,True,1983,ksb,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,2011,3,24,3,6.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18480,1000.0,2013-02-15,Danida,1016,DWE,35.68248941,-10.45789639,Kwa Zuberi,0,Lake Nyasa,Kilimani,Ruvuma,10,2,Songea Rural,Gumbiro,600,True,VWC,Unknown,True,1993,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,2013,2,15,4,1.6666666666666667,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,0.0,2013-02-02,Government Of Tanzania,14,DWE,39.18185784,-8.5192415,Kwamandoa,0,Ruvuma / Southern Coast,Nangambi,Lindi,80,13,Kilwa,Mingumbi,269,True,Unknown,Unknown,True,1997,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,2013,2,2,5,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8808,0.0,2013-01-30,Government Of Tanzania,1290,Government,30.040223699999995,-4.78062576,Kwa Ndunamiwe,0,Lake Tanganyika,Kumabuye,Kigoma,16,2,Kasulu,Rusesa,480,True,Water authority,Kanenge,True,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,2013,1,30,2,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12425,0.0,2011-07-07,Hewasa,0,DWE,31.48583098,-1.57817537,Kwa Amosi,0,Lake Victoria,Kabirizi Kusini,Kagera,18,2,Bukoba Rural,Rubale,0,True,VWC,Unknown,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,2011,7,7,3,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40591,0.0,2012-10-06,Netherlands,0,DWE,33.72976124,-3.09926626,Shuleni Group,0,Lake Victoria,Mwadui,Shinyanga,17,2,Maswa,Buchambi,0,True,WUG,Unknown,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,2012,10,6,5,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18974,0.0,2012-12-14,Hsw,1196,HSW,33.68327156,-1.74786839,Migombani,0,Lake Victoria,Songambere,Mara,20,3,Musoma Rural,Tegeruka,250,Unknown,VWC,Unknown,True,1995,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2012,12,14,4,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55406,0.0,2013-02-04,Government Of Tanzania,1057,MUWASA,31.06627018,-6.34810208,S.Mgahawa,0,Lake Rukwa,Majengo,Rukwa,15,1,Mpanda,Kashaulili,1,True,Water authority,Unknown,True,2006,mono,mono,motorpump,water authority,commercial,never pay,never pay,soft,good,dry,dry,dam,dam,surface,communal standpipe,communal standpipe,2013,2,4,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8885,0.0,2011-07-26,Swedish,0,Sengerema Water Department,32.67240768,-2.50125519,Shuleni,0,Lake Victoria,Nyashimba,Mwanza,19,5,Sengerema,Katunguru,0,True,VWC,None,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2011,7,26,1,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35632,0.0,2013-02-07,Fini Water,51,Fini water,40.14405274,-10.44582557,Kilimo,0,Ruvuma / Southern Coast,Sokoni,Mtwara,99,1,Mtwara Rural,Nanguruwe,500,True,Unknown,Unknown,True,1970,other,other,other,vwc,user-group,unknown,unknown,milky,milky,enough,enough,shallow well,shallow well,groundwater,other,other,2013,2,7,3,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13400,200.0,2013-02-11,Norad,937,DWE,29.65501777,-4.77576974,Kwa Dominiki Chubwa,0,Lake Tanganyika,Msela,Kigoma,16,3,Kigoma Rural,Kagongo,240,True,VWC,Mgaraganza  water project,True,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,2013,2,11,0,0.8333333333333334,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
