,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,date_recorded_year,date_recorded_month,date_recorded_day,date_recorded_weekday,amount_per_man,age,date_recorded_year_date_recorded_month_0_fq,date_recorded_year_date_recorded_month_1_fq,date_recorded_year_date_recorded_month_2_fq,basin_0_fq,basin_1_fq,basin_2_fq,lga_0_fq,lga_1_fq,lga_2_fq,extraction_type_class_0_fq,extraction_type_class_1_fq,extraction_type_class_2_fq,region_0_fq,region_1_fq,region_2_fq,management_0_fq,management_1_fq,management_2_fq,ward_0_fq,ward_1_fq,ward_2_fq,scheme_name_0_fq,scheme_name_1_fq,scheme_name_2_fq,region_code_0_fq,region_code_1_fq,region_code_2_fq,extraction_type_0_fq,extraction_type_1_fq,extraction_type_2_fq,construction_year_0_fq,construction_year_1_fq,construction_year_2_fq,date_recorded_year_0_fq,date_recorded_year_1_fq,date_recorded_year_2_fq,date_recorded_month_0_fq,date_recorded_month_1_fq,date_recorded_month_2_fq
27642,0.0,2011-03-09,Government Of Tanzania,0,Gove,35.54247456,-6.46196846,Zahana,0,Internal,Muunga,Dodoma,1,6,Bahi,Mtitaa,0,True,VWC,Nchi,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,2011,3,9,2,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42772,4000.0,2011-03-17,Dads,2102,DADS/village community,34.573675,-9.34978085,Cosmas Mgekwa,0,Lake Nyasa,Luponde,Iringa,11,4,Njombe,Igosi,20,True,VWC,Wekule,True,2006,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,3,17,3,200.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53183,0.0,2013-02-22,Unknown,1303,Unknown,34.97674866,-4.8507167,Kituo Cha Afya,0,Internal,Mitunduruni,Singida,13,2,Singida Rural,Mgori,40,True,VWC,Unknown,Unknown,2000,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,2013,2,22,4,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53642,500.0,2011-04-14,Rc Church,1804,RC Church,34.66263872,-9.16195429,Kwa Halanotsa Kilumile,0,Rufiji,Kilolelo,Iringa,11,4,Njombe,Mdandu,45,True,WUA,mtwango water supply scheme,True,2009,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,4,14,3,11.11111111111111,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48228,500.0,2011-09-03,Kkkt,1563,Villagers,34.90358178,-8.92249809,Kwa Samweli Mlikule,0,Rufiji,Mlucha,Iringa,11,4,Njombe,Makambako,120,True,VWC,Unknown,False,2009,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,2011,9,3,5,4.166666666666667,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44678,0.0,2013-01-23,Mdrdp,1733,MDRDP,35.52904024,-3.80517731,Kwa Nichedomus Pascal,0,Internal,Bargish Daaw,Manyara,21,3,Mbulu,Bargish,150,True,VWC,Unknown,True,1998,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,coloured,colored,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,2013,1,23,2,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8094,2500.0,2011-03-31,Government Of Tanzania,1336,DWE,38.36836938,-4.834015,Kwa Mzee Kakoa,0,Pangani,Kwemziagembe,Tanga,4,1,Lushoto,Soni,1,True,VWC,Mkuzu forest,True,1969,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,3,31,3,2500.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5751,6000.0,2011-02-23,Twe,1841,TWE,34.7356192,-9.64817368,none,0,Lake Nyasa,Mpembati,Iringa,11,4,Njombe,Matola,15,True,VWC,Mangil,True,2007,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,2,23,2,400.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25952,0.0,2013-01-01,World Bank,0,Unknown,32.54728887,-3.53806862,Kituo Cha Afya,0,Lake Victoria,Chela Center,Shinyanga,17,3,Kahama,Chela,0,True,Unknown,Chela pipe scheme,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,other,other,2013,1,1,1,,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29464,500.0,2013-01-27,Government Of Tanzania,1490,DWE,30.18420864,-4.38818497,Kwa Ruben,0,Lake Tanganyika,Kibwigwa A,Kigoma,16,2,Kasulu,Nyamnyusi,950,True,Water authority,Kishiha,True,2008,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,2013,1,27,6,0.5263157894736842,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7789,0.0,2011-07-19,S,0,S,32.94440609,-2.43452502,Kwa Sister Sofia,0,Lake Victoria,1,Mwanza,19,8,Magu,Lutale,0,True,Private operator,Unknown,True,0,afridev,afridev,handpump,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2011,7,19,1,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22585,500.0,2011-04-15,Rc Church,1964,ACRA,34.66744198,-9.26133496,Tag,0,Rufiji,Lutowo,Iringa,11,4,Njombe,Imalinyi,80,True,WUA,mtwango water supply scheme,True,2009,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,4,15,4,6.25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33295,0.0,2011-11-03,Rc,2245,RC,34.40871602,-9.29555828,Kwa Pascal,0,Lake Nyasa,Lupema,Iringa,11,4,Njombe,Igosi,50,True,VWC,Moronga,True,1996,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,11,3,3,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27139,0.0,2011-02-22,Tasaf,1503,TASAF,36.07604963,-7.8858462,none,0,Rufiji,Mwanilangali,Iringa,11,7,Kilolo,Ukwega,300,True,VWC,Unknown,True,2009,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,2011,2,22,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27000,0.0,2011-04-05,Unknown,0,Unknown,33.85465707,-9.3074055,Itete Kitima,0,Lake Nyasa,Itete Kitima,Mbeya,12,4,Rungwe,Itete,0,True,VWC,K,Unknown,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,4,5,1,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52478,5000.0,2011-03-24,Danida,1881,DWE,34.53697166,-9.20044922,Kwa Majuliwa Ngulo,0,Rufiji,Ibonde,Iringa,11,4,Njombe,Imalinyi,130,True,WUA,imalinyi supply scheme,True,1993,gravity,gravity,gravity,wua,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,2011,3,24,3,38.46153846153846,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13224,200.0,2011-03-05,Dhv,370,DWE,36.78766833,-9.06915346,Chikondua,0,Rufiji,Lipumla,Morogoro,5,4,Ulanga,Ilonga,400,True,Unknown,Unknown,True,2006,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,unknown,unknown,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2011,3,5,5,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33870,0.0,2013-03-18,Anglican Church,1602,Anglican church,37.97557112,-4.49361203,Anglican Church,0,Pangani,Hemwambo,Kilimanjaro,3,3,Same,Vunta,250,True,Water authority,Vunta water supply,True,1986,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2013,3,18,0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16752,0.0,2011-04-11,Lisa,0,Gover,36.63182059,-6.45273384,Kaloleni B,0,Wami / Ruvu,Kaloleni B,Dodoma,1,0,Mpwapwa,Matomondo,0,True,VWC,Unknown,True,0,nira/tanira,nira/tanira,handpump,private operator,commercial,pay per bucket,per bucket,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2011,4,11,0,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21269,0.0,2013-02-01,Unhcr,778,DWE,29.76548853,-4.99207226,Kwa Yasiri,0,Lake Tanganyika,Kachakala,Kigoma,16,3,Kigoma Urban,Kitongoni,250,True,VWC,Kaseke water project,True,2007,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2013,2,1,4,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21920,0.0,2011-07-28,Unknown,0,Unknown,33.46750161,-9.09031274,Zahanati,0,Lake Nyasa,Kipande,Mbeya,12,4,Rungwe,Kinyala,0,False,Parastatal,Unknown,Unknown,0,other,other,other,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,2011,7,28,3,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30784,0.0,2012-10-07,Netherlands,0,DWE,33.72250603,-3.02619109,Victoria Groups,0,Lake Victoria,Mwalufunya,Shinyanga,17,2,Maswa,Buchambi,0,True,WUG,Unknown,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2012,10,7,6,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32638,50.0,2011-03-07,Dhv,325,DWE,36.79682922,-8.92360137,Kwanabwando,0,Rufiji,Chamjini,Morogoro,5,4,Ulanga,Mwaya,400,True,Unknown,Unknown,True,1995,swn 80,swn 80,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2011,3,7,0,0.125,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55339,0.0,2011-02-26,Ba As,2173,Villa,34.64462812,-9.61910777,none,0,Lake Nyasa,Mkunga,Iringa,11,4,Njombe,Matola,15,True,VWC,Nyalik,False,2003,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,2,26,5,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8654,500.0,2013-02-13,Kiwanda Cha Tangawizi,1215,District Council,37.98986542,-4.39022372,Kwa Mzee Mkota,0,Pangani,Goha,Kilimanjaro,3,3,Same,Mnyamba,38,True,VWC,Tangawizi Water Supply,True,2012,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2013,2,13,2,13.157894736842104,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30367,0.0,2011-07-18,World Bank,1107,DWE,31.25065276,-6.35944524,Kwa Marius Nyabenda,0,Lake Rukwa,Mtaa Wa Tano,Rukwa,15,1,Mpanda,Mtapenda,400,False,Water authority,Kenswa,True,2008,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,7,18,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34776,0.0,2011-03-10,Go,1388,Go,36.86559137,-6.29147973,Manyemba,0,Wami / Ruvu,Manyemba,Morogoro,5,1,Kilosa,Rubeho,540,True,VWC,Ru,True,1967,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,3,10,3,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28962,4000.0,2011-03-17,Rc,2102,RC,34.57454151,-9.35027869,Christopher Mandele,0,Lake Nyasa,Lubonde,Iringa,11,4,Njombe,Igosi,15,True,VWC,Wekule,True,2004,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,3,17,3,266.6666666666667,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47626,2000.0,2011-03-13,Adb,1653,DWE,34.77971233,-8.94803098,Utengule Village Office,0,Rufiji,Ndukali,Iringa,11,4,Njombe,Mtwango,65,True,VWC,Utengule gravity Scheme,False,2008,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,3,13,6,30.76923076923077,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3028,0.0,2011-02-19,District Council,13,District COUNCIL,39.2199248,-7.13474,Mkwalia,0,Wami / Ruvu,Mkwalia,Pwani,60,43,Mkuranga,Mkuranga,4005,True,Water authority,Unknown,False,2007,other,other,other,water authority,commercial,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,2011,2,19,5,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,0.0,2012-10-15,Aict,0,AICT,33.05168302,-3.91752002,Kwa Joseph Songaheri,0,Internal,Bunogwz,Shinyanga,17,3,Shinyanga Rural,Itwangi,0,True,WUG,Unknown,False,0,india mark ii,india mark ii,handpump,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,2012,10,15,0,,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41946,200.0,2011-03-10,Anglican Church,1755,Angli,34.6169091,-9.76560727,none,0,Lake Nyasa,Mkiu,Iringa,11,5,Ludewa,Mlangali,120,True,VWC,Anglic,False,2001,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,3,10,3,1.6666666666666667,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43158,0.0,2011-07-22,Pidp,0,Community,33.46138612,-3.10125365,Kisima Cha Kikundi,0,Lake Victoria,Shigangama,Mwanza,19,4,Kwimba,Nyamilama,0,True,VWC,Unknown,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,2011,7,22,4,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44626,0.0,2011-07-29,Unknown,0,Unknown,33.67353449,-9.37997627,Kwa Mzee Undule,0,Lake Nyasa,Lugombo,Mbeya,12,4,Rungwe,Ilima,0,True,VWC,M,Unknown,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,2011,7,29,4,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55604,0.0,2011-07-18,Dwe,1749,DWE,31.52672075,-8.24487884,Kwa Dewji Mbukila,0,Lake Tanganyika,Singiwe A,Rukwa,15,2,Sumbawanga Rural,Matai,300,True,VWC,Matai group Water Supp,True,1984,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,2011,7,18,0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40738,0.0,2011-07-16,Government Of Tanzania,0,DWE,32.87958053,-2.63894937,Saa Nane,0,Lake Victoria,Shadi,Mwanza,19,3,Magu,Magu Urban,0,True,VWC,Shadi Water Supply,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,2011,7,16,5,,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43077,0.0,2013-03-28,Mh.J S Sumari,1737,Community,36.81786066,-3.31023961,Songoro Secschool,0,Pangani,Kyuta,Arusha,2,7,Meru,Songoro,350,True,WUA,Kikololomu gravity water supply,True,2006,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,2013,3,28,3,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36938,200.0,2013-03-01,Danida,803,DANIDA,36.04946427,-10.69492764,Kwa Baruti Kombo,0,Ruvuma / Southern Coast,Misufini,Ruvuma,10,5,Namtumbo,Namabengo,220,True,VWC,Njalamatata water gravity scheme,True,1982,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,2013,3,1,4,0.9090909090909091,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
